Index,tweet,Affect_Dimension,target
1608,"Even though it is raining, sun will shine #AndrewGoldman_I @AndrewGoldman_I #wisdom #think #philosophy #knowledge #life #happy #joy #best",joy,0
1609,"Even though it's the hardest. Maturity is walking away from people that threaten your peace of mind, self respect, morals, and self worth.",fear,0
1610,Yesterday was a really hard day.. Lost my best friend.. He was like a brother to me.. Always lookin out for me and have been there for me since the day I met him.,Depression,1
1611,"I'm not picky, guys are just intimidated by me... and I don't let dudes run over me or run my life and finances. If u can't respect that bye",fear,0
1612,"Pretty soon, you will not be faking that smile; it will be genuine, coming from your heart.    ",Depression,1
1613,"Vegas, you won. ",sadness,0
1614,This was helpful and hope it鈥檚 comforting to someone else  Series: Mindful moment 7,Depression,1
1615,Some people make your laugh a little louder. Your smile a little brighter. and your life a little better,joy,0
1616,"Psilocybin growing for the aid of persons who suffer from serve depression, serve anxiety, ptsd, trauma.    ",Depression,1
1617,My soon to be ex wife needs to learn to chill out &amp,fear,0
1618,Gm and have a  #Tuesday!,anger,0
1619,Life is too precious even when our depressive states don鈥檛 allow us to see it. 馃檹馃徏,Depression,1
1620,Happy happy birthday to the girl who never fails to brighten up everyone's day! Thank you for everything! I'll always be here for you. 馃,joy,0
1621,Reaching out to people with oiled up hands. Speaking up to people with no ears. Having a heart to heart with someone with an empty chest. Searching for a light in someone鈥檚 darkness鈥�.,Depression,1
1622,Witnessed pure beauty from Ft. Lauderdale #SolarEclispe2017,joy,0
1623,Brain: Be patient. Heart: Until when?,Depression,1
1624,Without #laughter life on our planet would be intolerable.,joy,0
1625,"When we鈥檙e re-learning to socialise, we need to consider the place we鈥檙e starting from.     ",Depression,1
1626,Crying at work because it鈥檚 a tough day鈥�,Depression,1
1627,I don't wanna go to fucking school tmr I hate my life  馃馃,Depression,1
1628,"We don鈥檛 get to pick our triggers, we only get to pick how we react. Next time someone gets mad at you for how you feel, remember that.        ",Depression,1
1629,Ot6 still exist? #julid #deletesoon,fear,0
1630,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",sadness,0
1631,"Working at my kitchen table, with the 3D whirring next to me. Me working on some Facebook-stuff, the printer on a stimpack.  #bliss",joy,0
1632,"There's no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer #bliss",joy,0
1633,Happy birthday @ShanteriaI!! i miss you tons + i'm so excited to be back in florida to hear all about Turkey + to have our 馃尞dates!! 馃挍馃帀,joy,0
1634,Good Morning #start 2Wheel #free course *Pune *8888006565,anger,0
1635,You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease 馃挄馃挄馃挄鉂も潳,anger,0
1636,@BCFC_Community excellent Jnr blues parents Meeting tonite lots of info given cheers all馃憤 #futuresbright#development baileyu12s #excited 馃槂鈿�,joy,0
1637,@bugusdiemon Happy birthday cuzzo many blessing馃檶馃従馃挭馃従馃嚦馃嚞馃挴#KeepGrinding #blessed,joy,0
1638,Happy birthday to me 鉂わ笍 #blessed,joy,0
1639,"Having hard thoughts is normal. Let them pass through like a train, rather than stopping them and feeling ,  or . ",Depression,1
1640,"I'm an Indians fan so, I hate Joe Buck. Im glad he looks old af now. 馃槀 #bitter #AllStarGame",sadness,0
1641,"Morning! Good vibes today people!! It's July 11, 2017 at 09:00AM #goodmorning #twitter #happy",joy,0
1642,#note8 #animated said pen. Amazing. Wife loves this one,joy,0
1643,"@ghibIiyoongi happy birthday love!! 馃帀馃巵 i hope you're having the best day, i'm glad we met馃挄",joy,0
1644,OH YEON SO's kdrama is so nice and i am still in awe that she and dara are friends now.. hope they can have kdrama soon!,fear,0
1645,I love to start a writing session with 'Moon River' from the BREAKFAST AT TIFFANY'S soundtrack performed by Audrey Hepburn #amwriting #bliss,joy,0
1646,@BollyBigBolt #cheerful That pink makes the other colours pop! x,joy,0
1647,"-whatever life gives you even if it hurts, just be strong and act the way you always do because strong walls shake but never collapse",fear,0
1648,"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions",sadness,0
1649,Know pain Know world,Depression,1
1650,"@LordeWorldRU @lordelive Ur so welcome buddy, u kids were awesome 馃槝",joy,0
1651,@riley_sager Happy US Publication day Riley!! So excited for you and for everyone who is yet to read the amazing #FinalGirls #TwoDaysFor馃嚞馃嚙,joy,0
1652,@RandyRainbow Brilliant &amp,joy,0
1653,"So. Done with  festival... tomorrow we clear the Auditorium,  put it all away.  Then there is nothing but an unfulfilled wife, a cat piss reeking house and mediocre nothingness to do for the rest of... until I get a job.       Gonna hit hard",Depression,1
1654,"I got $150 on McGregor, who wanna bet? #serious",sadness,0
1655,So drained mentally and emotionally,Depression,1
1656,@jinsproducer Thank you so much!! I don't draw a whole lot anymore but long haired jun is #inspiring,joy,0
1657,What a tremendous initiative by @HitKPKD &amp,fear,0
1658,@ThePURCompany I have tried #PUR Mojito Lime mints They are #delicious 馃槝Happy #NationalMojitoDay to all #contest #win 鉁咅煉�,joy,0
1659,"seulgi, fret not. that's okay!",anger,0
1660,"no alarm set, long lie, no plans tomorrow馃槏 #blissful",joy,0
1661,"@lidl_ireland What a wonderful experience in #Trim. What a star 猸愶笍#Joileta is.  She made my shopping a wonderful experience, helpful ",joy,0
1662,I try so hard to be happy but the pain is getting through me,Depression,1
1663,im just gna have bread for finner,Depression,1
1759,@m00nlightjules happy birthday mamon!!! 馃槃,joy,0
1665,"@Liz_Hanbury Oh no, jumper on again, has it turned colder? 馃槦 Have a terrific day馃檵馃徏馃尭馃尲馃尰馃挄馃挄",fear,0
1666,NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities,sadness,0
1667,"5,877 #impressions over the last 24 hours. I've had an insightful #pleasure enlightening you all today, I hope I have been of #service. #USA",joy,0
1668,"Think about it. See the signs, dumbass鈥�      https://t.co/9FmPqbNs94",Depression,1
1669,I want a whole show of @chrislhayes just reading emojis. #adorable #inners,joy,0
1670,"Whenever u have a bad day, just remember that there's a bitch stalking you like it's their religion just to see if ur happier than them 馃槝",joy,0
1671,@Arquipimp 馃槀馃槀馃槀馃槀\nU mean overprice English clubs\nReal Madrid see bayern as no threat then look 馃槀,fear,0
1672,"Men laugh and label a brother ""softie"" when they open a case of domestic violence against a woman   . A man is molested at the bar by a woman made horny by a glass of wine, &amp; nothing is said, all you hear ""take her to the loo"". Do we say that when it's vice versa?",Depression,1
1673,@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,sadness,1
1674,@DavidLammy This kind of abuse is UNBELIEVABLE and an absolute disgrace. It makes me sad to see this #dismayed,sadness,1
1675,@tarabrazil2 Guess who got a ghd now馃槂馃槂 no need to dread coming up and getting ready in mine with my boots straighter,fear,0
1676,131: Lyttleton: Love can hope where reason would despair.,fear,0
1677,"Today #wanking target: #Long #sexy #tongues\nThat's my #fetish - #long #yummy #tongue\nIf any girl want,sent me your tongue photo :) I love it",joy,0
1678,Going to #BigApple tomorrow! Loving #NJTransit #commute! Wearing #khakis #whiteshirt #maybeblue #brownshoes #macys #joy #jealousyet?\n#usa,joy,0
1679,"I鈥檓 6 mos into ketamine therapy for depression. My brain is completely different and it feels like the depression wiring was ripped out. I never thought I would get through a day, let alone weeks, without crying. It鈥檚 amazing to feel happiness  ",Depression,1
1680,2nd time this week I received services for free. It pays to be nice! #kindness #friendliness #bekind #smile,joy,0
1681,#funny #quote #joke Hilarious joke quote of the day! For more funny jokes pics and great humor quote,joy,0
1682,馃槩馃挃I'm giving up on my serving size diet because nothing I do is never good enough.,Depression,1
1683,Don't be discouraged.,sadness,0
1684,I want a friendship group like in Friends 馃槯,anger,0
1685,@Monarch Really??? I've had to hang up!,fear,0
1686,"how are you my love? @Hashtag_DonJon love youu!! thanks for the smile, that motivates me to keep going!! 馃挍 so blessed to have you 馃槉",joy,0
1687,"When you wake up early to workout and then the fitness room smells awful, so you come back to your room to do core...",fear,0
1688,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 馃槏,sadness,0
1689,"Diagnosed with Tennis Elbow in Dec &amp; right Scapula pain for years. I'm in pain daily. I've become depressed. I finally broke down in PT today. The more pain I'm in, the more depressed I get. Please cross your fingers, that something resolves!   https://t.co/uOt3YnMJ5D",Depression,1
1690,I see where Farrah gets her rudeness from. Her mother was as horrible to Dr Drew tonight  as she was. These women need help #TeenMomOG,fear,0
1692,Joker's job is to make public smile &amp,joy,0
1693,We all deserve Oscar鈥檚 for our stunning performances as high functioning humans in a crumbling society!!     锔�,Depression,1
1694,"Summer is drawing to a close. It's been incredible. Build your life on dreams, kindness, hard work &amp; imagination. #manifest  #music",joy,0
1695,Why does the president of the US tweet like Regina George?,fear,0
1696,promoting taeny while tiff is here yes 馃憣,anger,0
1697,@tenderlove listened to your CUSEC 2015 talk again for inspiration in writing my own conference talk #tornado of #laughs,joy,0
1698,Ah shit鈥�. Here we go again:))))) I鈥檓 really fucking tiered of this,Depression,1
1699,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,sadness,0
1700,*gut punch* (I used to pride myself on being 'so good at masking' until I literally just read this and am rethinking my entire approach),Depression,1
1701,Thank God for grace,sadness,0
1702,"You always say to me to be happy, but I am also very tired with fake smile.          ",Depression,1
1703,"鈥淟ove can either break Apart like glass or it can stay together like Glue, in the end, your actions and words will have a meaning behind it all鈥�            ",Depression,1
1704,I hope I walk on solid ground soon shit is heavy as fuck,Depression,1
1705,"Don鈥檛 Overthink, Do not Doubt on yourself!馃  You are Enough,End of the story!  Release your Anxious thoughts,they are lying to you. Don鈥檛 believe in that but just believe in YOURSELF馃グ  Have a good day!馃尲         https://t.co/h8P0CtdhF5",Depression,1
1706,"Q: We all know 6 was afraid of 7 because 7 8 9, but why did 7 eat 9? A: Because you're supposed to get 3 squared meals a day!  #jokes #funny",joy,0
1707,Nearly 12 o'clock and we are here listening to music and my girlie is making me howl with her dancing #oldtunes #daughter #laughs #memories,joy,0
1708,"Wow that last chick was a bit intense, poor Freddie was a bit unnerved lol #NinjaWarriorAU",sadness,0
1709,I LOVE @AerialWarehouse - conquering my #fears and gaining #strength and #grace 馃挭馃徏馃挮馃挏 #aerialsilks #aerialarts,fear,0
1710,He totally represents me But now I'm become  and can't sleep like normal people.. or even feeling of comfortable.,Depression,1
1711,"For many years I have despised olives, my thoughts on them have now changed. #delightful",joy,0
1712,Add me on Snapchat! Dm me for my snapcode! #amosc #snapchat #sc #snap,anger,0
1713,My brain it's like a bunch of gears spinning against each other. Today my mind it's a bad neighborhood where all my neighbors are trying to kill me. Suicidal Intrusive thoughts won't stop.,Depression,1
